"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM"
100006260,209,48698,166006,"Xenobiotics","Chemical",6258,"NAMED","QRHHXPIYYXPEMG-UHFFFAOYSA-N","O=S(OC1=CC=C2C=CNC2=C1)(O)=O","6-hydroxyindole sulfate","6-hydroxyindole sulfate",NA,NA,"HMDB0000682",NA,"122198196","Neg"
100006262,209,48457,219302,"Amino Acid","Tyrosine Metabolism",198,"NAMED","IGTMFIJOUADBDC-UHFFFAOYSA-N","COC1=CC=C(OS(=O)(O)=O)C=C1","4-methoxyphenol sulfate","4-methoxyphenol sulfate","3233-60-1",NA,NA,NA,NA,"Neg"
100006264,209,48460,155097,"Xenobiotics","Benzoate Metabolism",4567,"NAMED","WEKBGFBWJOHXKR-UHFFFAOYSA-N","CCCOC(C1=CC=C(OS(=O)(O)=O)C=C1)=O","propyl 4-hydroxybenzoate sulfate","propyl 4-hydroxybenzoate sulfate","162338-10-5","48063224","HMDB0135261",NA,"131838881","Neg"
100006282,209,48674,155105,"Xenobiotics","Food Component/Plant",5141,"NAMED","LJOOSFYJELZGMR-UHFFFAOYSA-N","O=C1C=CC2=CC=C(OS(=O)(O)=O)C=C2O1","umbelliferone sulfate","umbelliferone sulfate","69526-88-1","114800","HMDB0240565",NA,"129659","Neg"
100006360,209,48406,155059,"Amino Acid","Tyrosine Metabolism",228,"NAMED","DEKNNWJXAQTLFA-UHFFFAOYSA-N","O=S(OC1=CC=C(CCN)C=C1O)(O)=O","dopamine 4-sulfate","dopamine 4-sulfate",NA,"110461","HMDB0004148","C13691","68517194","Neg"
100006361,209,48407,155061,"Amino Acid","Tyrosine Metabolism",229,"NAMED","NZKRYJGNYPYXJZ-UHFFFAOYSA-N","NCCC1=CC(OS(=O)(O)=O)=C(O)C=C1","dopamine 3-O-sulfate","dopamine 3-O-sulfate",NA,"108936","HMDB0006275","C13690","122136","Neg"
100006363,209,48728,155111,"Xenobiotics","Food Component/Plant",5142,"NAMED","CQRHJEVIKOKQMO-UHFFFAOYSA-N","OC1=CC2=C(C(C(C3=CC=C(OS(=O)(O)=O)C=C3)=CO2)=O)C=C1","daidzein sulfate (2)","daidzein sulfate (2)",NA,NA,NA,NA,"12114465","Neg"
100006367,209,53230,179135,"Lipid","Fatty Acid, Monohydroxy",1996,"NAMED","HPMGFDVTYHWBAG-UHFFFAOYSA-N","CCCC(O)CC(O)=O","3-hydroxyhexanoate","3-hydroxyhexanoate","10191-24-9","133518","HMDB0061652,HMDB0010718",NA,"151492","Neg"
100006369,400,52340,164887,"Amino Acid","Alanine and Aspartate Metabolism",35,"NAMED","LUSWEUMSEVLFEQ-UHFFFAOYSA-N","O=C(C(C)NC(N)=O)O","N-carbamoylalanine","N-carbamoylalanine","77340-50-2","377278",NA,NA,"426409","Pos Early"
100006370,209,54805,207701,"Lipid","Sterol",3228,"NAMED","WVXOMPRLWLXFAP-AMQKJUDNSA-N","C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]3[C@H]2CC=C4[C@]3(C)CC[C@H](O)C4)CCCC(C(O)=O)C","3beta-hydroxy-5-cholestenoate","3beta-hydroxy-5-cholestenoate","6561-58-6",NA,"HMDB0012453","C17333","165511","Neg"
100006373,209,48761,155123,"Xenobiotics","Chemical",6249,"NAMED","NGVLEQPKHLWZLN-UHFFFAOYSA-N","OC1=C(O)C(OS(=O)(O)=O)=CC=C1","1,2,3-benzenetriol sulfate (1)","1,2,3-benzenetriol sulfate (1)",NA,NA,NA,NA,NA,"Neg"
100006374,209,48762,155125,"Xenobiotics","Chemical",6241,"NAMED","NGVLEQPKHLWZLN-UHFFFAOYSA-N","OC1=C(O)C(OS(=O)(O)=O)=CC=C1","1,2,3-benzenetriol sulfate (2)","1,2,3-benzenetriol sulfate (2)",NA,NA,"HMDB0060018,HMDB0060016",NA,"92013662,54110629","Neg"
100006375,209,48763,155127,"Xenobiotics","Benzoate Metabolism",4562,"NAMED","NTXOJWKIHIOUQN-UHFFFAOYSA-N","OC1=C(C=CC=C1OS(=O)(O)=O)OC","3-methoxycatechol sulfate (1)","3-methoxycatechol sulfate (1)",NA,NA,NA,NA,"129892430","Neg"
100006376,209,48752,155119,"Xenobiotics","Benzoate Metabolism",4563,"NAMED","NTXOJWKIHIOUQN-UHFFFAOYSA-N","OC1=C(OC)C=CC=C1OS(=O)(O)=O","3-methoxycatechol sulfate (2)","3-methoxycatechol sulfate (2)",NA,NA,NA,NA,NA,"Neg"
100006378,209,48757,155121,"Amino Acid","Tryptophan Metabolism",275,"NAMED","PPIMFXHQDQRWGJ-JTQLQIEISA-N","OC([C@@H](NC(C)=O)CC(C1=CC=CC=C1N)=O)=O","N-acetylkynurenine (2)","N-acetylkynurenine (2)",NA,NA,"HMDB0240342",NA,"73817779","Neg"
100006379,209,48782,155139,"Amino Acid","Tryptophan Metabolism",266,"NAMED","CPXSBHKDEPPWIX-RAYCSJGISA-N","N[C@H](C(O)=O)CC1=C([C@H]([C@H]([C@@H](O)[C@@H]2O)O)O[C@@H]2CO)NC3=CC=CC=C13","C-glycosyltryptophan","C-glycosyltryptophan","180509-18-6","9157171","HMDB0240296",NA,"10981970","Neg"
100006381,400,53241,179295,"Xenobiotics","Drug - Analgesics, Anesthetics",5457,"NAMED","TVYLLZQTGLZFBW-ZBFHGGJFSA-N","CN(C[C@H]1CCCC[C@]1(O)C2=CC(OC)=CC=C2)C","tramadol","tramadol","27203-92-5","31105","HMDB0014339","C07153","33741","Pos Early"
100006382,400,53239,179291,"Xenobiotics","Drug - Analgesics, Anesthetics",5458,"NAMED","UWJUQVWARXYRCG-UHFFFAOYSA-N","OC1(CCCCC1CN(C)C)c2cccc(O)c2","O-desmethyltramadol","O-desmethyltramadol","73986-53-5","115703","HMDB0060997",NA,"9838803","Pos Early"
100006383,400,52357,164921,"Xenobiotics","Drug - Analgesics, Anesthetics",5459,"NAMED","DSBGQRZOJXSECT-VFUSOVNCSA-N","CN(CC1CCCCC1(O)c2cc(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O3)ccc2)C","O-desmethyltramadol glucuronide","O-desmethyltramadol glucuronide","383891-39-2","28467711","HMDB0060856",NA,"29919005","Pos Early"
100006430,305,48885,160479,"Carbohydrate","Pentose Metabolism",1293,"NAMED","HEBKCHPVOIAQTA-IMJSIDKUSA-N","OC[C@@H](C([C@H](CO)O)O)O","arabitol/xylitol","arabitol/xylitol",NA,NA,"HMDB0001851,HMDB0000568,HMDB0002917","C00379,C00542,C01904","94154,6912","Polar"
100006432,400,52363,165217,"Xenobiotics","Drug - Analgesics, Anesthetics",5464,"NAMED","RIKMCJUNPCRFMW-ISWURRPUSA-N","O=C1[C@@H]2Oc3c(OC)ccc4c3[C@@]2([C@]5(CC1)O)CCN[C@@H]5C4","noroxycodone","noroxycodone","52446-25-0","4590081","HMDB0041960",NA,"5489120","Pos Early"
100006435,400,46539,166536,"Carbohydrate","Aminosugar Metabolism",1450,"NAMED","OVRNDRQMDRJTHS-FMDGEEDCSA-N","O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)NC(C)=O","N-acetylglucosamine/N-acetylgalactosamine","N-acetylglucosamine/N-acetylgalactosamine",NA,NA,"HMDB0000212,HMDB0000215","C01074","439174,84265","Pos Early"
100006438,305,47076,148336,"Energy","TCA Cycle",1479,"NAMED","HNEGQIOMVPPMNR-IHWYPQMZSA-N","C/C(C(O)=O)=C/C(O)=O","citraconate/glutaconate","citraconate/glutaconate",NA,NA,"HMDB0000634,HMDB0000620","C02226,C02214","5280498,643798","Polar"
100006614,400,52988,166228,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1924,"NAMED","BSVHAXJKBCWVDA-UHFFFAOYSA-N","[O-]C(CC(OC(CCCCC(O)=O)=O)C[N+](C)(C)C)=O","adipoylcarnitine (C6-DC)","adipoylcarnitine (C6-DC)",NA,"28540385","HMDB0061677",NA,"71296139","Pos Early"
100006619,400,52932,166188,"Amino Acid","Tyrosine Metabolism",185,"NAMED","RLMMGDAPWBGWEF-UHFFFAOYSA-N","[O-]C(CC(OC(CC1=CC=C(C=C1)O)=O)C[N+](C)(C)C)=O","4-hydroxyphenylacetoylcarnitine","4-hydroxyphenylacetoylcarnitine",NA,NA,NA,NA,NA,"Pos Early"
100006620,402,61775,218145,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1874,"NAMED","MPSPNFAQQQMFLK-UHFFFAOYSA-N","[O-]C(CC(OC(CCCCCCCC)=O)C[N+](C)(C)C)=O","nonanoylcarnitine (C9)","nonanoylcarnitine (C9)",NA,"28533402","HMDB0013288",NA,"91825642","Pos Late"
100006627,400,52990,166232,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1932,"NAMED","YVWVEIPYMGBQPE-UHFFFAOYSA-N","[O-]C(CC(OC(CCCCCCC(O)=O)=O)C[N+](C)(C)C)=O","suberoylcarnitine (C8-DC)","suberoylcarnitine (C8-DC)",NA,NA,NA,NA,NA,"Pos Early"
100006639,209,52967,166112,"Lipid","Primary Bile Acid Metabolism",3496,"NAMED","ZXUWKFXQTSOVDY-FTKNGHMZSA-N","OS(OC1C[C@]2([H])[C@@](CC1)(C)[C@](C[C@H](O)[C@]3(C)[C@@H]([C@H](C)CCC(NCC(O)=O)=O)CC[C@]34[H])([H])[C@@]4([H])[C@H](O)C2)(=O)=O","glycocholate sulfate","glycocholate sulfate",NA,NA,NA,NA,NA,"Neg"
100006641,209,52974,166124,"Lipid","Primary Bile Acid Metabolism",3493,"NAMED","DKXXSIJHWWVNMO-ISIKUUMTSA-N","OS(OC1C[C@]2([H])C(CC1)(C)[C@@H]3[C@@]([C@@](CC4)([H])[C@@](CC3)(C)[C@H]4[C@H](C)CCC(NCC(O)=O)=O)([H])[C@H](O)C2)(=O)=O","glycochenodeoxycholate 3-sulfate","glycochenodeoxycholate 3-sulfate",NA,NA,"HMDB0002409,HMDB0002496,HMDB0002497",NA,"21116917,21125002,11954205","Neg"
100006642,209,52975,166126,"Lipid","Secondary Bile Acid Metabolism",3559,"NAMED","QJZCNFGUZPMYAX-WWZCPACMSA-N","OS(OC1CC[C@@]2(C)[C@@](CC[C@]3([H])[C@]2([H])C[C@H](O)[C@@]4(C)[C@]3(CC[C@@H]4[C@H](C)CCC(NCC(O)=O)=O)[H])([H])C1)(=O)=O","glycodeoxycholate 3-sulfate","glycodeoxycholate 3-sulfate",NA,NA,NA,NA,"101602538","Neg"
100006644,209,62889,220740,"Lipid","Secondary Bile Acid Metabolism",3509,"NAMED","UCVGCHGIKFWAGH-WQVRBXQRSA-N","C[C@@]12[C@@](CCC3C2C[C@H](O)[C@@]4(C)C3CC[C@@H]4[C@@H](CCC(NCCS(O)(=O)=O)=O)C)([H])C[C@H](OS(O)(=O)=O)CC1","taurodeoxycholic acid 3-sulfate","taurodeoxycholic acid 3-sulfate",NA,NA,NA,NA,NA,"Neg"
100006651,209,53026,166148,"Xenobiotics","Food Component/Plant",5173,"NAMED","VFMNSFWBDMRNLJ-UHFFFAOYSA-N","OC(CC1C(CCC)C1)=O","trans-3,4-methyleneheptanoate","trans-3,4-methyleneheptanoate",NA,NA,NA,NA,NA,"Neg"
100006679,209,52747,166417,"Amino Acid","Tyrosine Metabolism",196,"NAMED","WVHAUDNUGBNUDZ-GOVZDWNOSA-N","O[C@H]1[C@H](OC2=CC=CC=C2)O[C@H](C(O)=O)[C@@H](O)[C@@H]1O","phenol glucuronide","phenol glucuronide","17685-05-1","78692","HMDB0060014",NA,"87235","Neg"
100006726,209,52608,166573,"Lipid","Endocannabinoid",2199,"NAMED","KQXDGUVSAAQARU-HZJYTTRNSA-N","CCCCC/C=C\C/C=C\CCCCCCCC(NCCO)=O","linoleoyl ethanolamide","linoleoyl ethanolamide","68171-52-8","4446566","HMDB0012252",NA,"5283446","Neg"
100006745,400,52381,165221,"Xenobiotics","Drug - Neurological",5856,"NAMED","YESZIQBQBRDCJZ-OOJCLDBCSA-N","[O-][C@@H]1[C@@H](N2CCOCC2)C[C@@]3(C)[C@](CC[C@]4([H])[C@]3([H])CC[C@@]5(C)[C@@]4([H])C[C@H]([N+]6(CC=C)CCCC6)[C@@H]5OC(C)=O)([H])C1","rocuronium","rocuronium","143558-00-3","8025583","HMDB0014866","C07556","441290","Pos Early"
100008928,305,52281,164309,"Amino Acid","Glutathione Metabolism",590,"NAMED","AFENDNXGAFYKQO-UHFFFAOYSA-N","CCC(O)C(O)=O","2-hydroxybutyrate/2-hydroxyisobutyrate","2-hydroxybutyrate/2-hydroxyisobutyrate",NA,NA,"HMDB0000729,HMDB00008","C21297,C05984","440864,4277439","Polar"
100008930,209,52285,164313,"Lipid","Long Chain Monounsaturated Fatty Acid",1550,"NAMED","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","OC(CCCCCCC/C=C\CCCCCCCC)=O","oleate/vaccenate (18:1)","oleate/vaccenate (18:1)",NA,NA,"HMDB0003231,HMDB0000573,HMDB0240219,HMDB0000207","C21944,C08367,C01712,C00712","5282761,637517,5281127,445639","Neg"
100008933,209,52938,166054,"Lipid","Fatty Acid, Monohydroxy",2006,"NAMED","POMQYTSPMKEQNB-UHFFFAOYSA-N","OC(CC(O)CCCCCCCCCCCCCCC)=O","3-hydroxystearate","3-hydroxystearate","45261-96-9","4446034","HMDB10737",NA,"5282907","Neg"
100008934,209,52916,166016,"Lipid","Fatty Acid, Monohydroxy",1983,"NAMED","YDZIJQXINJLRLL-UHFFFAOYSA-N","OC(C(O)CCCCCCCCCC)=O","2-hydroxylaurate","2-hydroxylaurate","2984-55-6","88259",NA,NA,"97783","Neg"
100008943,400,52913,166168,"Xenobiotics","Drug - Neurological",5868,"NAMED","AYXYPKUFHZROOJ-UHFFFAOYSA-N","CC(C)CC(CN)CC(O)=O","pregabalin","pregabalin","148553-50-8","3902475","HMDB0014375",NA,"5486971","Pos Early"
100008948,402,52949,166278,"Xenobiotics","Drug - Cardiovascular",5723,"NAMED","GBXSMTUPTTWBMN-UHFFFAOYSA-N","CC(C(N1C(C(O)=O)CCC1)=O)NC(C(OCC)=O)CCC2=CC=CC=C2","enalapril","enalapril","75847-73-3","3109","HMDB0014722","C06977,D03769,DG00335","5388962","Pos Late"
100008949,402,52953,166284,"Xenobiotics","Drug - Cardiovascular",5667,"NAMED","KOHIRBRYDXPAMZ-UHFFFAOYSA-N","OC(CNCC(O)C1OC(C=CC(F)=C2)=C2CC1)C3OC4=CC=C(F)C=C4CC3","nebivolol","nebivolol","99200-09-6","64421","HMDB0015594","D05127","71301","Pos Late"
100008950,209,52958,166094,"Xenobiotics","Drug - Cardiovascular",5687,"NAMED","KGFYHTZWPPHNLQ-UHFFFAOYSA-N","O=C1N(C2=CC=C(N3CC(CNC(C4=CC=C(Cl)S4)=O)OC3=O)C=C2)CCOC1","rivaroxaban","rivaroxaban","366789-02-8","4938307",NA,NA,"9875401","Neg"
100008961,209,52931,166040,"Xenobiotics","Drug - Analgesics, Anesthetics",5438,"NAMED","DCOPUUMXTXDBNB-UHFFFAOYSA-N","OC(CC1=CC=CC=C1NC2=C(Cl)C=CC=C2Cl)=O","diclofenac","diclofenac","15307-86-5",NA,"HMDB0014724","D07816,DG00441,C01690","3033","Neg"
100008962,209,52948,166074,"Xenobiotics","Drug - Antibiotic",5479,"NAMED","LSQZJLSUYDQPKJ-UHFFFAOYSA-N","O=C1C(NC(C(N)C2=CC=C(O)C=C2)=O)C3N1C(C(O)=O)C(C)(C)S3","amoxicillin","amoxicillin","26787-78-0","2086","HMDB0015193","DG00520,C06827,D00229","33613","Neg"
100008964,209,52954,166086,"Xenobiotics","Drug - Metabolic",5786,"NAMED","MFFMDFFZMYYVKS-UHFFFAOYSA-N","FC1=CC(CC(N)CC(N2CC3=NN=C(C(F)(F)F)N3CC2)=O)=C(F)C=C1F","sitagliptin","sitagliptin","486460-32-6","9481667","HMDB0015390","DG00118,D08516","4369359","Neg"
100008973,402,53001,166336,"Xenobiotics","Drug - Other",5989,"NAMED","FBOUYBDGKBSUES-HMTLIYDFSA-N","O=C(O[C@H]1C[N@]2CC[C@@H]1CC2)N3CCC4=CC=CC=C4C3C5=CC=CC=C5","solifenacin","solifenacin","180468-39-7","8060993",NA,NA,"154059","Pos Late"
100008998,402,52473,165151,"Cofactors and Vitamins","Tocopherol Metabolism",4402,"NAMED","QUEDXNHFTDJVIY-DQCZWYHMSA-N","CC1=C(C(CC2)=CC(O)=C1C)O[C@@]2(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C","gamma-tocopherol/beta-tocopherol","gamma-tocopherol/beta-tocopherol",NA,NA,"HMDB0006335,HMDB0001492","C14152,C02483",NA,"Pos Late"
100009034,402,54745,207413,"Xenobiotics","Drug - Respiratory",5956,"NAMED","ZKLPARSLTMPFCP-UHFFFAOYSA-N","ClC1=CC=C(C=C1)C(C2=CC=CC=C2)N3CCN(CCOCC(O)=O)CC3","cetirizine","cetirizine","83881-51-0","2577","HMDB0005032","C07778","2678","Pos Late"
100009042,209,52914,166012,"Amino Acid","Tryptophan Metabolism",325,"NAMED","YJRFFCVUYDRNTR-UHFFFAOYSA-N","OS(OC1=CC=C2C(C=CN2)=C1)(=O)=O","5-hydroxyindole sulfate","5-hydroxyindole sulfate",NA,NA,NA,NA,NA,"Neg"
100009045,209,52925,166034,"Peptide","Acetylated Peptides",1202,"NAMED","PTSRBZOZSRJCKX-JTQLQIEISA-N","O=C(N[C@H](C(O)=O)CCC(O)=O)CC1=CC=CC=C1","phenylacetylglutamate","phenylacetylglutamate",NA,"9754592","HMDB0059772",NA,"11579826","Neg"
100009227,209,54885,207774,"Lipid","Lysophospholipid",2732,"NAMED","VEEHTGYBVMTAAF-RFFZIGDUSA-N","[H][C@@](CO)(O)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(O)=O","1-linoleoyl-GPG (18:2)*","1-linoleoyl-GPG (18:2)*",NA,NA,"HMDB0240600",NA,NA,"Neg"
100009232,400,53231,179281,"Xenobiotics","Chemical",6262,"NAMED","DZLNHFMRPBPULJ-VKHMYHEASA-N","O=C(O)[C@]1(NCSC1)[H]","thioproline","thioproline","34592-47-4","84120","HMDB0062164",NA,"93176","Pos Early"
100009233,402,52944,166270,"Lipid","Fatty Acid Metabolism (Acyl Choline)",1960,"NAMED","UFQZDKMTMXCDBP-UHFFFAOYSA-N","C[N+](C)(C)CCOC(CCCCCCCCCCCCCC[CH2-])=O","palmitoylcholine","palmitoylcholine",NA,"133731","HMDB0240592",NA,"151731","Pos Late"
100009239,305,54724,207379,"Energy","TCA Cycle",1461,"NAMED","UKZDIMBDWHZXOK-UHFFFAOYSA-N","OC(C(C1)C(C(O)=O)OC1=O)=O","isocitric lactone","isocitric lactone","4702-32-3","88729",NA,NA,"98259","Polar"
100009246,400,53229,179277,"Amino Acid","Glycine, Serine and Threonine Metabolism",16,"NAMED","CDUUKBXTEOFITR-UHFFFAOYSA-N","OCC(N)(C)C(O)=O","2-methylserine","2-methylserine",NA,"85112",NA,"C02115","94309","Pos Early"
100009252,209,54742,207599,"Xenobiotics","Drug - Antiinflammatory, Immunosuppressant",5613,"NAMED","OIGNJSKKLXVSLS-VWUMJDOOSA-N","C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(C=C[C@]34C)=O)[C@@H]1CC[C@]2(O)C(CO)=O","prednisolone","prednisolone",NA,"5552","HMDB0014998","D00472,C07369","5755","Neg"
100009253,209,54800,207693,"Xenobiotics","Drug - Antiinflammatory, Immunosuppressant",5605,"NAMED","HPNSFSBZBAHARI-RUDMXATFSA-N","Cc1c(OC)c(C/C=C(CCC(O)=O)\C)c(O)c2c1COC2=O","mycophenolic acid","mycophenolic acid","24280-93-1","393865","HMDB0015159","C20380","446541","Neg"
100009254,209,54792,207685,"Xenobiotics","Drug - Antiinflammatory, Immunosuppressant",5606,"NAMED","BYFGTSAYQQIUCN-HGIHDBQLSA-N","O[C@H]([C@@H](O)[C@@H]1O)[C@@H](O[C@@H]1C(O)=O)OC(C(C2=O)=C(CO2)C(C)=C3OC)=C3C/C=C(C)/CCC(O)=O","mycophenolic acid glucuronide","mycophenolic acid glucuronide",NA,"4946725","HMDB0060634",NA,"6442661","Neg"
100009259,209,52977,166130,"Lipid","Primary Bile Acid Metabolism",3494,"NAMED","BWWWIHHYPYDOJQ-ICKMJTCPSA-N","O[C@H]1CC2[C@]3(CC[C@H](CC3C[C@H](C2C4CCC([C@@]14C)[C@@H](CCC(NCC(O)=O)=O)C)O)OC5C(C(C(C(O5)C(O)=O)O)O)O)C","glycocholate glucuronide (1)","glycocholate glucuronide (1)",NA,NA,NA,NA,"44263357","Neg"
100009264,209,52983,166140,"Lipid","Primary Bile Acid Metabolism",3491,"NAMED","ABFZMYIIUREPLL-ASWJIRIHSA-N","O[C@H]1[C@@]2([C@@]([H])([C@]3(CC[C@H](C[C@]3(C1)[H])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(O)=O)O)O)O)C)CC[C@]5([C@]2(CC[C@@H]5[C@@H](CCC(NCC(O)=O)=O)C)[H])C)[H]","glycochenodeoxycholate glucuronide (1)","glycochenodeoxycholate glucuronide (1)",NA,NA,"HMDB0002579",NA,"44263370","Neg"
100009266,305,52982,166380,"Lipid","Secondary Bile Acid Metabolism",3564,"NAMED","MAOYDRTVUKYHRQ-MMTDLJSLSA-N","O=C(CC[C@H]([C@@H]1[C@]2([C@H](C[C@@]3([C@]4(CC[C@H](C[C@]4(CC[C@]3([C@@]2(CC1)[H])[H])[H])O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(O)=O)O)O)O)C)[H])O)C)C)NCC(O)=O","glycodeoxycholate glucuronide (1)","glycodeoxycholate glucuronide (1)",NA,NA,NA,NA,NA,"Polar"
100009271,400,52984,166220,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1937,"NAMED","UEFRDQSMQXDWTO-UHFFFAOYSA-N","CC(O)CC(OC(C[N+](C)(C)C)CC([O-])=O)=O","(S)-3-hydroxybutyrylcarnitine","(S)-3-hydroxybutyrylcarnitine",NA,NA,"HMDB0013127",NA,"71464477","Pos Early"
100009275,400,53031,166248,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",416,"NAMED","GFWWWKVGRZVWDS-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CC(C(O)=O)C)=O)=O","methylsuccinoylcarnitine","methylsuccinoylcarnitine",NA,NA,NA,NA,NA,"Pos Early"
100009278,209,53034,166162,"Lipid","Docosanoid",2083,"NAMED","ZNEBXONKCYFJAF-BGKMTWLOSA-N","OC(CC/C=C\C/C=C\C/C=C\C=C\C(C/C=C\C/C=C\CC)O)=O","14-HDoHE/17-HDoHE","14-HDoHE/17-HDoHE",NA,NA,"HMDB0060044,HMDB0010213",NA,"6439179,11566378","Neg"
100009327,209,53240,179147,"Xenobiotics","Drug - Antibiotic",5514,"NAMED","JLKIGFTWXXRPMT-UHFFFAOYSA-N","O=S(NC1=NOC(C)=C1)(C(C=C2)=CC=C2N)=O","sulfamethoxazole","sulfamethoxazole",NA,"5138","HMDB0015150","D00447","5329","Neg"
100009328,209,54795,207689,"Xenobiotics","Food Component/Plant",5181,"NAMED","ZXQZXWJQZQBNQK-UHFFFAOYSA-N","OS(OC1=C(C)OC(C)C1=O)(=O)=O","furaneol sulfate","furaneol sulfate",NA,NA,NA,NA,"59815364","Neg"
100009329,305,63590,222872,"Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",4368,"NAMED","SKKZOYBAANIUOV-ZAFYKAAXSA-N","O[C@@H](CO)[C@@](C1=O)([H])OC(O)=C1OS(O)(=O)=O","ascorbic acid 2-sulfate","ascorbic acid 2-sulfate",NA,"77998","HMDB0060649",NA,"54676864","Polar"
100009331,402,53260,179345,"Lipid","Fatty Acid Metabolism (Acyl Choline)",1961,"NAMED","GFSSJDJAEKYAGX-UHFFFAOYSA-N","O=C(CCCCCCC/[C-]=C/CCCCCCCC)OCC[N+](C)(C)C","oleoylcholine","oleoylcholine",NA,NA,"HMDB0240596",NA,"59040790","Pos Late"
100009332,402,53261,179347,"Lipid","Fatty Acid Metabolism (Acyl Choline)",1969,"NAMED","XUWOVXDQNYUPNL-WYTUUNCASA-N","O=C(CCC/[C-]=C/C/C=C/C/C=C/C/C=C/CCCCC)OCC[N+](C)(C)C","arachidonoylcholine","arachidonoylcholine",NA,NA,"HMDB0240583",NA,"122198216","Pos Late"
100009333,402,53263,179351,"Lipid","Fatty Acid Metabolism (Acyl Choline)",1968,"NAMED","OKLWSURGMYZXCS-GUTOPQIJSA-N","O=C(CC/C=[C-]/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)OCC[N+](C)(C)C","docosahexaenoylcholine","docosahexaenoylcholine",NA,NA,"HMDB0240647",NA,NA,"Pos Late"
100009335,402,53262,179349,"Lipid","Fatty Acid Metabolism (Acyl Choline)",1964,"NAMED","FRBBZHFNTVMXIH-OKLKQMLOSA-N","O=C(CCCCCC/C=[C-]/C/C=C/C/C=C/CCCCC)OCC[N+](C)(C)C","dihomo-linolenoyl-choline","dihomo-linolenoyl-choline",NA,NA,"HMDB0240646",NA,NA,"Pos Late"
100009337,305,53254,179431,"Xenobiotics","Food Component/Plant",5225,"NAMED","SNVAIAITQIIEMQ-DUXPYHPUSA-N","OS(OC1=CC=C(C=C1O)/C=C/C(O)=O)(=O)=O","caffeic acid sulfate","caffeic acid sulfate",NA,"30777608","HMDB0041708",NA,"21668705","Polar"
100009390,400,54762,207493,"Xenobiotics","Drug - Neurological",5852,"NAMED","PYZRQGJRPPTADH-UHFFFAOYSA-N","NC1=NN=C(C2=C(Cl)C(Cl)=CC=C2)C(N)=N1","lamotrigine","lamotrigine",NA,"3741","HMDB0014695","D00354","3878","Pos Early"
100009394,209,57652,212703,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1583,"NAMED","WPJGPAAPSBVXNU-HZJYTTRNSA-N","CCCCC/C=C\C/C=C\CCCCCC(O)=O","hexadecadienoate (16:2n6)","hexadecadienoate (16:2n6)","28290-73-5","13628094","HMDB0000477",NA,"13932172","Neg"
100009406,402,53223,178791,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1902,"NAMED","JFAGPSOZZSTLRF-KHPPLWFESA-N","O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCC/C=C\CCCCCC","palmitoleoylcarnitine (C16:1)*","palmitoleoylcarnitine (C16:1)*",NA,"28639183","HMDB0013207",NA,"71464547","Pos Late"
100009407,400,53224,178792,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1931,"NAMED","NTBUXPPQHCFLOM-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CCCCCC(O)=O)=O)=O","pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)","pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)",NA,NA,NA,NA,NA,"Pos Early"
100010850,209,55017,208352,"Peptide","Acetylated Peptides",1205,"NAMED","NNBITIFYUGRBJL-JTQLQIEISA-N","O=C(N[C@@H](CCC(N)=O)C(O)=O)CC(C=C1)=CC=C1O","4-hydroxyphenylacetylglutamine","4-hydroxyphenylacetylglutamine",NA,NA,NA,NA,NA,"Neg"
